2015.6.18 12:04,TBGBZN000052,127.0793955,37.5105284,12:06:27,127.0790194,37.51139198,R06H03,12:06:32,12:19:21,12:25:38
2015.6.18 12:06,TBGGYH000019,127.10393,37.5081747,12:10:05,127.0790194,37.51139198,R01L04,12:10:42,12:17:30,12:28:49
2015.6.18 12:29,TBGGUK000006,127.1242325,37.511213,12:33:14,127.0807113,37.51100645,R03K05,12:33:22,12:52:44,13:11:41
2015.6.18 12:47,TBGGYH000020,127.10393,37.5081747,12:50:27,127.1122824,37.50681359,R05O06,12:50:33,13:01:38,13:10:00
2015.6.18 15:10,TBGCDC000009,127.1089277,37.5013699,15:12:48,127.1056905,37.50807829,R00K07,15:12:54,15:39:12,15:43:20
2015.6.18 15:51,TBGBZN000054,127.0793955,37.5105284,15:59:47,127.1006115,37.51442735,R00K07,16:01:32,16:12:41,16:25:11
2015.6.18 15:51,TBGBUK000085,127.1060362,37.5069391,16:03:19,127.1018515,37.50625603,R01L04,16:03:24,16:15:49,16:16:59
2015.6.18 16:36,TBGDAE000017,127.1066973,37.5007142,16:40:04,127.116682,37.50195481,R05O06,16:40:13,17:00:25,17:09:54
2015.6.18 16:50,TBGFMD000007,127.1213024,37.4982296,16:53:59,127.0976415,37.5009041,R02Y08,16:54:05,17:19:24,17:28:42
2015.6.18 16:59,TBGEUZ000007,127.1047764,37.5072981,17:02:16,127.0910789,37.50528932,R05O06,17:02:23,17:18:47,17:33:20
2015.6.18 17:05,TBGBZM000106,127.1181177,37.4986352,17:10:54,127.0944479,37.50588529,R03K05,17:10:59,17:23:29,17:36:49
2015.6.18 17:30,TBGFSP000006,127.1054972,37.5065088,17:33:00,127.1099636,37.51224186,R06H03,17:33:05,17:46:47,17:53:02
2015.6.18 17:33,TBGBUK000086,127.1060362,37.5069391,17:35:48,127.0937509,37.50334936,R02Y08,17:35:53,17:48:51,17:53:59
2015.6.18 17:36,TBGFMD000009,127.1213024,37.4982296,17:41:29,127.101355,37.50698862,R05O06,17:41:35,17:56:33,18:07:46
2015.6.18 17:51,TBGDAE000020,127.1066973,37.5007142,17:56:43,127.1026598,37.50572019,R02Y08,17:56:47,18:20:47,18:26:32
2015.6.18 18:26,TBGGYH000035,127.10393,37.5081747,18:30:06,127.0766319,37.50813306,R02Y08,18:30:11,18:38:39,18:49:37
2015.6.18 18:38,TBGDFE000023,127.0805819,37.5102371,18:41:48,127.0798051,37.50549766,R04S00,18:41:51,18:58:29,19:00:02
2015.6.18 18:47,TBGHHT000008,127.0969937,37.5062531,18:49:07,127.0819204,37.51430011,R03K05,18:49:13,19:02:16,19:14:00
2015.6.18 18:50,TBGGUK000009,127.1242325,37.511213,18:54:13,127.1068662,37.51749648,R05O06,18:54:19,19:15:56,19:31:43
2015.6.18 18:51,TBGDWU000004,127.1170293,37.4950035,18:53:32,127.101355,37.50698862,R02Y08,18:53:35,19:04:08,19:12:30
2015.6.18 19:05,TBGFSP000007,127.1054972,37.5065088,19:08:18,127.1110369,37.51879428,R01L04,19:08:25,19:22:03,19:32:43
2015.6.18 19:11,TBGBZM000109,127.1181177,37.4986352,19:14:20,127.0790194,37.51139198,R03K05,19:14:26,19:37:07,19:53:11
2015.6.18 19:15,TBGBZM000110,127.1181177,37.4986352,19:32:12,127.1040093,37.50769788,R04S00,19:32:17,19:47:57,19:56:24
2015.6.18 19:16,TBGEUZ000008,127.1047764,37.5072981,19:18:58,127.0939858,37.50306954,R06Y01,19:19:04,19:34:51,19:42:33
2015.6.18 19:34,TBGGYH000038,127.10393,37.5081747,19:36:40,127.0798314,37.50623689,R05O06,19:36:46,19:48:26,20:00:00
2015.6.18 19:38,TBGGUF000002,127.1100166,37.5149173,19:40:51,127.1103686,37.51597141,R06H03,19:40:54,19:49:46,19:58:38
2015.6.18 19:52,TBGDFE000024,127.0805819,37.5102371,19:55:04,127.0819204,37.51430011,R04S00,19:55:07,20:10:35,20:15:16
2015.6.18 19:59,TBGELM000007,127.1081424,37.5140544,20:01:40,127.0989343,37.49791652,R02Y08,20:03:01,20:26:25,20:42:08
2015.6.18 20:00,TBGBZM000114,127.1181177,37.4986352,20:04:31,127.0943329,37.5111047,R06Y01,20:04:35,20:25:22,20:43:18
2015.6.18 20:05,TBGGUO000004,127.1241866,37.5104946,20:10:32,127.1044329,37.51773206,R05O06,20:10:40,20:31:47,20:48:24
2015.6.18 20:15,TBGDAE000022,127.1066973,37.5007142,20:17:42,127.091306,37.49949063,R01L04,20:17:47,20:30:54,20:42:04
2015.6.18 20:17,TBGBUK000092,127.1060362,37.5069391,20:19:10,127.0880462,37.50195461,R06H03,20:19:14,20:36:15,20:48:59
2015.6.18 20:24,TBGBUK000093,127.1060362,37.5069391,20:29:36,127.1021767,37.505314,R06H03,20:29:44,20:36:12,20:41:42
2015.6.18 20:40,TBGDWT000012,127.1083721,37.5132884,20:42:13,127.1197347,37.49878355,R02Y08,20:42:19,20:54:49,21:02:55
2015.6.18 20:48,TBGFSZ000010,127.103495,37.5130605,20:51:04,127.1124125,37.50722994,R05O06,20:51:15,20:59:34,21:09:19
2015.6.19 11:08,TBGFSY000008,127.103495,37.5130605,11:12:29,127.101355,37.50698862,R06H03,11:12:35,11:26:30,11:26:36
2015.6.19 11:13,TBGBZN000059,127.0793955,37.5105284,11:15:45,127.1091934,37.5044515,R00K07,11:15:51,11:31:40,11:42:10
2015.6.19 11:20,TBGELM000012,127.1081424,37.5140544,11:28:06,127.101355,37.50698862,R03K05,11:28:14,11:56:31,12:07:23
2015.6.19 11:20,TBGBZN000060,127.0793955,37.5105284,11:30:26,127.101355,37.50698862,R01L04,11:34:12,11:49:48,11:55:51
2015.6.19 11:22,TBGBUK000096,127.1060362,37.5069391,11:26:45,127.101355,37.50698862,R06H03,11:27:01,11:46:48,11:52:10
2015.6.19 11:26,TBGFSP000009,127.1054972,37.5065088,11:30:22,127.1136353,37.50662498,R06H03,11:30:27,12:09:37,12:12:40
2015.6.19 11:54,TBGDAE000024,127.1066973,37.5007142,11:57:54,127.097746,37.49757018,R02Y08,11:57:57,12:22:50,12:36:40
2015.6.19 12:26,TBGBUK000098,127.1060362,37.5069391,12:28:28,127.0924442,37.50007259,R06H03,12:28:34,12:41:46,12:51:39
2015.6.19 12:58,TBGBZM000115,127.1181177,37.4986352,13:00:18,127.0766319,37.50813306,R05O06,13:00:22,13:14:44,13:28:05
2015.6.19 13:02,TBGHHT000010,127.0969937,37.5062531,13:06:40,127.1049094,37.50129955,R02Y08,13:19:29,13:28:36,13:36:49
2015.6.19 13:15,TBGGYH000044,127.10393,37.5081747,13:17:56,127.0900967,37.50269777,R04S00,13:18:01,13:31:44,13:46:46
2015.6.19 13:23,TBGBUK000100,127.1060362,37.5069391,13:24:34,127.0937509,37.50334936,R06H03,13:24:39,13:45:34,13:51:33
2015.6.19 13:26,TBGBZM000116,127.1181177,37.4986352,13:27:56,127.0937509,37.50334936,R06H03,13:30:42,13:40:03,13:50:22
2015.6.19 14:00,TBGDWT000014,127.1083721,37.5132884,14:02:46,127.1040093,37.50769788,R03K05,14:02:59,14:19:13,14:31:15
2015.6.19 14:05,TBGDAE000025,127.1066973,37.5007142,14:10:41,127.1029066,37.49939968,R05O06,14:16:11,14:41:48,14:48:05
2015.6.19 14:07,TBGECV000029,127.1221519,37.4957127,14:10:40,127.1085566,37.5080113,R01L04,14:11:53,14:24:22,14:34:32
2015.6.19 14:25,TBGBUK000104,127.1060362,37.5069391,14:27:56,127.1081658,37.50821565,R03K05,14:37:58,14:45:32,14:48:43
2015.6.19 14:41,TBGBUK000108,127.1060362,37.5069391,14:43:44,127.0790194,37.51139198,R01L04,14:44:43,14:53:32,15:08:40
2015.6.19 15:00,TBGGYH000045,127.10393,37.5081747,15:03:38,127.1149374,37.49939211,R05O06,15:03:45,15:17:32,15:26:49
2015.6.19 15:25,TBGDFE000027,127.0805819,37.5102371,15:30:35,127.0937092,37.50095905,R00K07,15:30:42,15:40:49,15:51:24
2015.6.19 15:29,TBGDAE000027,127.1066973,37.5007142,15:31:18,127.1034629,37.50527132,R02Y08,15:31:23,15:52:59,15:58:34
2015.6.19 15:34,TBGEUZ000009,127.1047764,37.5072981,15:36:15,127.0966841,37.50443342,R05O06,15:36:22,15:52:17,16:00:39
2015.6.19 15:46,TBGBUK000109,127.1060362,37.5069391,15:49:01,127.0848155,37.50994872,R03K05,15:49:06,16:03:33,16:14:19
2015.6.19 16:12,TBGBZM000117,127.1181177,37.4986352,16:14:12,127.1045495,37.5071373,R03K05,16:14:23,16:26:10,16:36:09
2015.6.19 16:29,TBGDWU000006,127.1170293,37.4950035,16:31:37,127.1010935,37.50422563,R06Y01,16:31:45,16:57:44,17:10:58
2015.6.19 17:01,TBGEUZ000010,127.1047764,37.5072981,17:03:12,127.0766319,37.50813306,R02Y08,17:03:17,17:10:43,17:19:39
2015.6.19 17:20,TBGDFE000033,127.0805819,37.5102371,17:23:18,127.0819204,37.51430011,R06Y01,17:23:26,17:37:23,17:45:51
2015.6.19 17:21,TBGFSY000009,127.103495,37.5130605,17:23:43,127.0931995,37.50032367,R03K05,17:23:50,18:01:32,18:17:11
2015.6.19 17:59,TBGDWT000015,127.1083721,37.5132884,18:01:31,127.1074252,37.51460978,R01L04,18:01:36,18:12:31,18:23:53
2015.6.19 18:31,TBGBZM000121,127.1181177,37.4986352,18:33:20,127.0819204,37.51430011,R06H03,18:33:25,18:51:29,19:11:05
2015.6.19 18:31,TBGBUK000111,127.1060362,37.5069391,18:34:03,127.1071811,37.50303644,R04S00,18:43:26,18:47:09,18:51:39
2015.6.19 18:31,TBGDFE000034,127.0805819,37.5102371,18:33:41,127.1123707,37.50803614,R06Y01,18:33:46,18:48:35,19:06:17
